front,back,readLevel,id,created,lastRead,lastModified,picture
engagement,订婚[https://res.akamaized.net/domain/image/upload/t_web/c_crop,9,3i802qj7ifh,2019-12-13T11:40:29.194Z,1.58444997566e+12,2020-03-17T12:59:36.561Z,http://t0.gstatic.com/images?q=tbn:ANd9GcRYTviyRNwU76hVVfQ5Xaj7jH1oyPoK-HgOyahiJQh0hOnsIVZpJJRnwNwL&amp;s
occasion,(某事发生的)时候、时刻,9,dch9lw5f3ki,2019-12-13T11:40:29.194Z,1.5844499786e+12,2020-03-17T12:59:39.164Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSu4T2k8tr0XikZdiww0WCTeIWnKHRixnNwoB1jYFVW_RKEHpaKyCDOD1aK&amp;s
picnic,野餐,14,zvm38silt1h,2019-12-13T11:40:29.194Z,1.583927301603e+12,2020-03-11T11:48:21.761Z,http://t0.gstatic.com/images?q=tbn:ANd9GcR-mbBf0tf25f-fu0Ty15TalZMjwSpPwBQb9N5Yzf4YqZ61vAoWoyhYLuOH&amp;s
funeral,葬礼、丧礼[https://www.thebalance.com/thmb/CIrAObbtcAeaO3ytVNsejWlgkZk=/2000x1500/filters:fill(auto,9,sx8jz75eey,2019-12-13T11:40:29.194Z,1.584450011059e+12,2020-03-17T13:00:11.592Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTro3fvzgutooxEN-qMQsPgonpJofm7YhSXyInKF36z-OCjwZxl0wY1C72y&amp;s
barbecue,烤肉架、烤肉、烧烤聚会,14,3qhxu8eib7,2019-12-13T11:40:29.194Z,1.583927311149e+12,2020-03-11T11:48:31.302Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSRjXU4_n2L_WURk02z6SvaKdKm54OnxR7oSwkoSBxfXZQpHxLd6NobVCOqQw&amp;s
ceremony,典礼、仪式,9,407w84qdm6f,2019-12-13T11:40:29.194Z,1.584450015866e+12,2020-03-17T13:00:16.408Z,https://www.i-do.com.au/editorialpics/ceremonieswithstyle/ceremonies.with.style.2015.jpg
profit,利润、盈利,9,zes4xu4kq5,2019-12-13T11:40:29.194Z,1.584450019396e+12,2020-03-17T13:00:19.924Z,https://images.startups.co.uk/wp-content/uploads/2002/02/business_plans_profit_resize.jpg
income,收入、收益,9,yryn0d8agl,2019-12-13T11:40:29.194Z,1.584450023455e+12,2020-03-17T13:00:23.986Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTqKEongj3Phz2ID-GWfaQ_R_S2jHaCoTy8Nn95m5qV0QqavoJtWGeyZ_o6EQ&amp;s
salary,薪水、工资,9,zunje7rs08,2019-12-13T11:40:29.194Z,1.584450025553e+12,2020-03-17T13:00:26.130Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTI4WNJtj2lsKNzkeqXGTlFoNJYxnc-rDkgMrmqko3n3WIiW4oHS-B3ykw&amp;s
loan,贷款、借款,9,dguy28mvfgs,2019-12-13T11:40:29.194Z,1.584450029192e+12,2020-03-17T13:00:29.723Z,http://t0.gstatic.com/images?q=tbn:ANd9GcR-1N0vr5VFM1Uvypb5zhh5atPHCcliCmrNZioEFgPW2m-jykp1I-yADMM&amp;s
cost,价格、费用、成本,9,kf9ts1df64,2019-12-13T11:40:29.194Z,1.584450031603e+12,2020-03-17T13:00:32.132Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTg5dUjcChMEoDJoSrRoWA8qQHioEK0sQuhC-8lWfj4u1prPQLhbtTYhl4F&amp;s
deposit,(在银行或保险柜)存储、存放,9,qkhhl2ptvc,2019-12-13T11:40:29.194Z,1.584450046687e+12,2020-03-17T13:00:47.317Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTgZuvXz1gKVp43N55HKNlO4tVkQiAPcWiHCnvm-j1mKt-UpAME-_tEbss&amp;s
tax,税、税款,14,5yob74ymvi7,2019-12-13T11:40:29.194Z,1.584162391311e+12,2020-03-14T05:06:32.239Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQkxXd7vavduZRHhKaxKW1qQ2U-nGwO8b2v2ka0ofeViDMlp1YfPRhgE5g&amp;s
budget,预算,9,mhzm2out4hl,2019-12-13T11:40:29.194Z,1.584450049349e+12,2020-03-17T13:00:49.888Z,http://t0.gstatic.com/images?q=tbn:ANd9GcShDY1_ccTo05BbUuR5M9kB2Th1dwZs4Hc4UeB6n8W6sRFZQ3WKiDktNDqS&amp;s
crime,犯罪活动[https://images2.minutemediacdn.com/image/upload/c_crop,14,h8cze8n5wkt,2019-12-13T11:40:29.194Z,1.584162395375e+12,2020-03-14T05:06:36.305Z,http://t0.gstatic.com/images?q=tbn:ANd9GcRs5lusb_1fxVzuhWwpLfgeqF4LHbhSEPatCX5ZBqZqZIhazdnB6flnv6E&amp;s
economy,经济,8,5nlzhfkg6mr,2019-12-13T11:40:29.194Z,1.584450052183e+12,2020-03-17T13:00:52.698Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTTAV6GN0m5rqJYY0BoaFCbG8GjpFbTLOvq0BqSyMYIOhAFgaGatbZRqL8&amp;s
politics,政治、政治活动、政治事业,8,skbtbvb89j,2019-12-13T11:40:29.194Z,1.584450057721e+12,2020-03-17T13:00:58.232Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSbfj0V92iDg-3zSqa_yLetUVi76RvXdHo9wA-gHS9jI7AP2OfSAkbw4ic&amp;s
trip,旅行、旅程,14,l6gnj48a4w9,2019-12-13T11:40:29.194Z,1.583935969655e+12,2020-03-11T14:12:49.764Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTaTxI7yi4_cunovd6GWzBGlSMa-mysyLyDZrr8lpYH6ti-Jx8-qCRgk2ydhg&amp;s
industry,工业、产业、生产制造,14,27zcnudqnc1,2019-12-13T11:40:29.194Z,1.584089332502e+12,2020-03-13T08:48:53.187Z,https://www.temasistemi.eu/wp-content/uploads/2017/10/industria-1.jpg
soccer,足球、英式足球⚽,8,wlm7uotxnx,2019-12-13T11:40:29.194Z,1.584450059613e+12,2020-03-17T13:01:00.135Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSDhjnnX1fajPoaPBzuJG8K_P6-43zMojlrBjlIG1-fhNtDBKDy-lvKd_eP&amp;s
race,赛跑、速度竞赛,8,5z0prpz5xk,2019-12-13T11:40:29.194Z,1.584450061342e+12,2020-03-17T13:01:01.853Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSJrl_puSpG5GoVLBF-mLz38PsA1kMMm4TXPQVSqpwkvh3UE_dKf9X0j3Vs&amp;s
thought,思考、考虑、思想（过去式,8,j8e88qhugnd,2019-12-13T11:40:29.194Z,1.584450063813e+12,2020-03-17T13:01:04.339Z,http://t0.gstatic.com/images?q=tbn:ANd9GcRtyrs0RU_DpDM4626s9Ubz6HFaGkPUWRL3p2cokJghhTMzHiRsdnNa6VJa&amp;s
idea,意见、想法、主意、计划,14,9xxlt98xgr9,2019-12-13T11:40:29.194Z,1.583930847332e+12,2020-03-11T12:47:22.127Z,http://t0.gstatic.com/images?q=tbn:ANd9GcRIMNHeB7CIABpqF7pHpE0mWzjWsx7PAzTyYQb52SkQlvaIjd8cMMLz1Q&amp;s
theory,理论、学说,14,i19v0nfxmg,2019-12-13T11:40:29.194Z,1.584089341974e+12,2020-03-13T08:49:02.654Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQd1OcHpTBbnTvquTtQkJhZ9BLhbh54BeYWvQsxEP8RwSJoNpJuNMyFqG-t&amp;s
religion,宗教信仰、宗教,8,8ts3b6v7smq,2019-12-13T11:40:29.194Z,1.58445006756e+12,2020-03-17T13:01:08.074Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQONwJbayKqc3-2_kgTJoTER7PAs7vTZOztYrQxA8Qb4GnBvyaSrLIkKA&amp;s
strategy,战略、策略,8,7n772pr02lu,2019-12-13T11:40:29.194Z,1.584450072333e+12,2020-03-17T13:01:12.865Z,http://t0.gstatic.com/images?q=tbn:ANd9GcT90WvvuL5CNvOeOHn2MdczmOW7KHNW-TJuBgI4SFNCPZCkVwXOujR9gAY&amp;s
policy,政策、方针,14,rdq1f4uflmj,2019-12-13T11:40:29.194Z,1.584243298031e+12,2020-03-15T03:34:59.134Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTQGwHjhsZG2bteQUL3b4Ku3XpdpwtTRMfCspEteGfZaq065nMzX4rLAPOY&amp;s
discipline,纪律；训练；自制力,8,ou36ooeclj,2019-12-13T11:40:29.194Z,1.584450085611e+12,2020-03-17T13:01:26.423Z,
society,社会,8,sfxxhcsr27,2019-12-13T11:40:29.194Z,1.58445009743e+12,2020-03-17T13:01:37.967Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQNvi8KrpNoom2lEgglMyGBkQYgDBR6TfeNvUL5OksoSsnCUyOsN5j5f68R&amp;s
favor,赞同、支持,8,g4u2cdat8f,2019-12-13T11:40:29.194Z,1.584450103873e+12,2020-03-17T13:01:44.729Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSztkZ0SsTLNs5Bgd5i3lRsMavoTbVKYzYHEt2IGgHWyCdv0fIAnlDiH7mF&amp;s
privilege,特权、有机会做某事,8,svidb46fqcp,2019-12-13T11:40:29.194Z,1.584450107548e+12,2020-03-17T13:01:48.069Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQlUDBQK82XBD-MWhcmV1dZKm8jH0YxBzf7wwwNnoFwcu19-ah7nxWA3a-j&amp;s
risk,风险、危险,14,92qi18jqzxo,2019-12-13T11:40:29.194Z,1.58416280793e+12,2020-03-14T05:13:28.856Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTzHd3mpaXHMX6l6MvH1p7hDr1hv2_X1kIUoxcYMng3St6BdcyWsG6e4kvnrg&amp;s
advantage,某事或某人的优势、好处、有力因素,14,4xi711jpa59,2019-12-13T11:40:29.194Z,1.584162812362e+12,2020-03-14T05:13:33.286Z,http://t0.gstatic.com/images?q=tbn:ANd9GcRVb0HVCGulKIRUCzsw9WmRlHc3o9AAX7AV9DIck5LE5zPfV4e2jZZnOU0&amp;s
benefit,(某人或某物获得)利益、好处、优势,8,i3bzdwjh2fl,2019-12-13T11:40:29.194Z,1.584450122597e+12,2020-03-17T13:02:03.222Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQKF_FoN57zJqFYYNGcjSmbllvpbjo9fW5UgvmcMkkelCBrZl2f4Kp_LmMy&amp;s
award,授予、给予金钱或判定正式的决定（如一等奖、判刑等,8,a8dslifl7k,2019-12-13T11:40:29.194Z,1.58445012606e+12,2020-03-17T13:02:06.597Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQUtG-se6OMlpKEDdXsZcqv8G44d9Fy9PdhvyrMnEH4TqtRhv1ewCJK3Bs&amp;s
prize,奖、奖赏、赏金,8,mlnv4q3rcj,2019-12-13T11:40:29.194Z,1.584450129779e+12,2020-03-17T13:02:10.314Z,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcTamE4QQ2sEWUOjp3jOPbQ9Zut6MIaZyNFoGnm4hOyFOjpKPKx0
diet,(日常)饮食,8,ozzkk51s3d,2019-12-13T11:40:29.194Z,1.58445013819e+12,2020-03-17T13:02:18.817Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTw0ZxofX2tihTWIMDV3TTHfBhONo3au5lfxNm01EYB5TNW5XnBVtTgSV4&amp;s
property,所有物、财产、资产,8,2bjcazil34z,2019-12-13T11:40:29.194Z,1.584506010518e+12,2020-03-18T04:33:30.988Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQsUVexrNbvZDoJtlMB1uvNBlZlbivu3OFmLmjgDFpiJB_23MJHVP6ipqY&amp;s
score,(比赛、考试)得分,14,txf7efzpku,2019-12-13T11:40:29.194Z,1.584252811258e+12,2020-03-15T06:13:32.328Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTtW0k_rCnYgtlHKaeE_kptr7-PWHfUwoCNYjkHWCed9YXE6FGKDlaOG6GA&amp;s
experience,(从做事情的过程中获得) 经验、经历、实践,14,ntvwc7b1hba,2019-12-13T11:40:29.194Z,1.584162867399e+12,2020-03-14T05:14:28.373Z,http://t0.gstatic.com/images?q=tbn:ANd9GcT1kFciSW1lxI7S9e0_wzPScVUTzfmxEu9N68OqIuvP-vn5u7u6PXx_kGw&amp;s
effort,努力(费精力的、吃力的、困难的),14,1m9rwx4z199,2019-12-13T11:40:29.194Z,1.584162965439e+12,2020-03-14T05:16:06.375Z,http://t0.gstatic.com/images?q=tbn:ANd9GcT0owcOjckwVAavH3mw6M1bx2GRl_x4heEamiRK2b-SYcjIYyE9bxmpt-Vx&amp;s
figure,表示数字或位数、(人的)形状、轮廓、人影,8,ixdrdbifpl8,2019-12-13T11:40:29.194Z,1.584582818428e+12,2020-03-19T01:53:39.002Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTuWe9rTZiSRM8gyuu7Mzp4eW8Dp869uvlfk0kveqb5VEpnn0gR1aTGKkzu&amp;s
spell,用字母拼写,8,akvxe08whcg,2019-12-13T11:40:29.194Z,1.584582824977e+12,2020-03-19T01:53:45.365Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSiW_rixQk05R9KgqWun7n4niADRmrCX5hv9M3XSFCVEohwt8CfWBcGMnE&amp;s
strengthen,加强、强化、巩固,7,pw05y6bcf4,2019-12-13T11:40:29.194Z,1.58458286522e+12,2020-03-19T01:54:25.647Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSc2f5OhfAr-2bKMvzDxpTdOwwyw67AsAhUsJy_ldgogrIw0b33R_Ci-TM&amp;s
nose,鼻子,8,qj95savpbea,2019-12-13T11:40:29.194Z,1.584582870438e+12,2020-03-19T01:54:30.747Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQyKQeEeq0eGeym3mEpJy3j3IAIE_x0UzfZYwV8pWwetKs3wU17UnXUUJ8&amp;s
tongue,舌头,8,34r1ec2gns,2019-12-13T11:40:29.194Z,1.584582872488e+12,2020-03-19T01:54:32.772Z,https://cdn-prod.medicalnewstoday.com/content/images/articles/322/322841/close-up-of-spots-on-tongue.jpg
shoulder,肩、肩膀,8,46sph814q6e,2019-12-13T11:40:29.194Z,1.584582874149e+12,2020-03-19T01:54:34.447Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSuUyOH_7Icm0aW9HLi8HyY2EWhqCmpmFbpuGjtCYoq-IkXTN9X_zMFn3k3&amp;s
breast,胸部、乳房,8,rherwamw6v,2019-12-13T11:40:29.194Z,1.584582875767e+12,2020-03-19T01:54:36.048Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTd4SuvMgVHUnKebliiMRzdv1VF2HXe5cXmiBoXn8s7k8-ew_tq9RraYh-x&amp;s
chest,胸、胸肌,8,hp3adh0v3y,2019-12-13T11:40:29.194Z,1.584582877425e+12,2020-03-19T01:54:37.712Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSLZUmzsRAIsVs6GcJGHrLu2ODRuey7oJQLgXz5k9BxxDwu0wHWbQWs508f&amp;s
stomach,胃,8,pvguyghe6x,2019-12-13T11:40:29.194Z,1.584582880154e+12,2020-03-19T01:54:40.455Z,https://www.mayoclinic.org/-/media/kcms/gbs/patient-consumer/images/2013/11/15/17/42/ds00301_-ds00488_-ds00612_-ds00651_-ds00715_-ds00758_im02665_r7_pyloricvalve_jpg.jpg
arm,手臂,8,tbw84pxuo0i,2019-12-13T11:40:29.194Z,1.584582883092e+12,2020-03-19T01:54:43.386Z,https://assets.website-files.com/577065f4e06b550b0c190c5c/577065f4e06b550b0c191120_shutterstock_367067165%20copy.jpg
nail,指甲、爪、钉子,8,s8jhg00unb8,2019-12-13T11:40:29.194Z,1.584582884674e+12,2020-03-19T01:54:44.956Z,https://zevanails.com/wp-content/uploads/2016/05/Zeva-Nail-Bright-2.jpg
leg,腿,14,0kcqbttt4znf,2019-12-13T11:40:29.194Z,1.584243529787e+12,2020-03-15T03:38:50.898Z,https://previews.123rf.com/images/supergranto/supergranto1410/supergranto141000122/33003065-legs-of-a-man-his-right-leg-is-shaved-while-the-left-very-hairy-.jpg
knee,膝盖,8,naj0f22kg89,2019-12-13T11:40:29.194Z,1.584582886225e+12,2020-03-19T01:54:46.518Z,https://3c1703fe8d.site.internapcdn.net/newman/gfx/news/hires/2018/knee.jpg
throat,喉咙,8,0a10qio3c8t5,2019-12-13T11:40:29.194Z,1.584617963046e+12,2020-03-19T11:39:23.156Z,https://www.cdc.gov/getsmart/community/images/sore-throat-lg.jpg
lung,肺,8,eu8visskedm,2019-12-13T11:40:29.194Z,1.584617964948e+12,2020-03-19T11:39:25.055Z,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Lungs_diagram_detailed.svg/1200px-Lungs_diagram_detailed.svg.png
muscle,筋肉、肌肉,8,cyix4gq1l9a,2019-12-13T11:40:29.194Z,1.584617967331e+12,2020-03-19T11:39:27.436Z,https://st2.depositphotos.com/1008927/12096/i/950/depositphotos_120968070-stock-photo-3d-human-anatomy-torso-back.jpg
nerve,(人体的)神经、神经网络,7,fbmhtf60rgw,2019-12-13T11:40:29.194Z,1.584582888392e+12,2020-03-19T01:54:48.686Z,https://takefivemeditation.com/wp-content/uploads/2019/06/vagus.jpg
blood,血,7,292qi9jqfl2,2019-12-13T11:40:29.194Z,1.584582890522e+12,2020-03-19T01:54:50.806Z,http://discovermagazine.com/~/media/Images/Issues/2014/Oct/blood.jpg
sweat,汗、汗液,7,3jnhwgikz2k,2019-12-13T11:40:29.194Z,1.584582892076e+12,2020-03-19T01:54:52.372Z,https://static01.nyt.com/images/2013/12/24/health/24well_askwell/24well_askwell-tmagArticle.jpg
mind,头脑、大脑,14,glnpjb68e8,2019-12-13T11:40:29.194Z,1.584506092071e+12,2020-03-18T04:34:52.536Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSkQguMHyhz8xPPXwzmjYjfR4vgVZYXvoQNrIh39IIEqoIEboUcoswnnylx0w&amp;s
emotion,感情、情绪,7,02nh5pohgydk,2019-12-13T11:40:29.194Z,1.58458289392e+12,2020-03-19T01:54:54.202Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSHO_i553LMiwH_7kjWqIlE0lO1a-o80uWiPx7VQ-GSYaFniv4IJxOp7ow&amp;s
shame,可惜、遗憾,7,q4xjjqlpjy,2019-12-13T11:40:29.194Z,1.584582896177e+12,2020-03-19T01:54:56.463Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQX3CQQ1SvLtUuXf9aX8uXV401FdF6JoJDuB_9ap4FdcbPMHMTKaZmMUM9aEQ&amp;s
stress,紧张、压力,7,pp2vm266adf,2019-12-13T11:40:29.194Z,1.584582897938e+12,2020-03-19T01:54:58.227Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSCDZn_uH2gNAB_sChM-xZWIf-h8QGIBBE_e8OyhD_LZMSjovOnGNuX-8kd&amp;s
respect,敬重、尊重、注重、重视,7,vowikjwkeqk,2019-12-13T11:40:29.194Z,1.584582899639e+12,2020-03-19T01:54:59.916Z,https://cdn-598d9486f911c905e80c0555.closte.com/wp-content/uploads/2019/05/love-and-respect.jpg
desire,(强烈的)渴望、希望、想要,7,ovbs0xfqvwh,2019-12-13T11:40:29.194Z,1.584582910652e+12,2020-03-19T01:55:10.943Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTOL1fmds26MUPTGWPnQUR5BwK0osc623_eAI_ZkiOO_uCxoREkM-hN3_9J&amp;s
pain,(肉体上的)疼、疼痛,7,5jrbuo91hee,2019-12-13T11:40:29.194Z,1.584617969442e+12,2020-03-19T11:39:29.567Z,http://t0.gstatic.com/images?q=tbn:ANd9GcRBGfue51I4AnBmU6EwDwjhgAy3LMGadCWFnIlUOrHzwmGbxsJRVD9H97Dy&amp;s
sense,官能、感觉、直觉(指五感),7,79pupmwt6gb,2019-12-13T11:40:29.194Z,1.584617971143e+12,2020-03-19T11:39:31.255Z,http://t0.gstatic.com/images?q=tbn:ANd9GcT18n3BTxgrH4ym0nTxx1ji4w0zurM8rcHSoN3HzR8VOuThh-ZP5n34tK4&amp;s
strength,体力、力气、力量(做某事的能力，需要大量身体或精神的努力,6,c87hxjfub8,2019-12-13T11:40:29.194Z,1.58461797371e+12,2020-03-19T11:39:33.816Z,http://t0.gstatic.com/images?q=tbn:ANd9GcRp7tcaANW_Rc8a27D09Y9HDfTKzBslkav3-Cj0Kpd_qFI3c3s3s8n84A&amp;s
force,(肉体上的)特指暴力、武力、力量,7,ru8atahenw9,2019-12-13T11:40:29.194Z,1.584617978078e+12,2020-03-19T11:39:38.194Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQ2NEXvNAks7RghLcWPC1tSaG-nUojZX8sjZnbzf5tFRSSArJfK5O0zY-qQ&amp;s
power,有能力(控制人或事)、势力、影响力、操控力,7,325rgganzus,2019-12-13T11:40:29.194Z,1.58461798046e+12,2020-03-19T11:39:40.582Z,http://t0.gstatic.com/images?q=tbn:ANd9GcTbv46dcK_3F6lcPMoxZiCLW_pJvlRVDmhN_nPEiUs5thF0Pon4rcbRkgc&amp;s
authority,威信、权力、管辖权,7,vhri6zwbdr,2019-12-13T11:40:29.194Z,1.584617995045e+12,2020-03-19T11:39:55.157Z,http://christianity4all.com/wp-content/uploads/2018/03/image84.jpeg
ability,(体力或智力方面的)能力、才能,7,s0kcg8vdguf,2019-12-13T11:40:29.194Z,1.584617996802e+12,2020-03-19T11:39:56.916Z,http://t0.gstatic.com/images?q=tbn:ANd9GcSAa1dGLrwgS6PcsVsXGf0N0E_Qd_b7Fxa6Jjd2lpp8FyZUqrv-wKNtGidk&amp;s
sight,视力,7,56ts53rb95e,2019-12-13T11:40:29.194Z,1.584617998699e+12,2020-03-19T11:39:58.854Z,http://t0.gstatic.com/images?q=tbn:ANd9GcRGqLd-b7isj_Eq4q-8YQ4gDHy14Z_v4uiq23kaTbS9KbVmYGdGB5ml0PqE&amp;s
intelligence,(学习、理解的)能力、智力、智慧,9,3m1hyatjktc,2019-12-13T11:40:29.195Z,1.584088800239e+12,2020-03-13T08:40:00.923Z,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCZQ4YLq_M3Xy8dBMMENP-u_L-T2H5kQSCzADafD6xoW-K2S3o&s
memory,记忆力、记性,14,027tuponuf8b,2019-12-13T11:40:29.195Z,1.583664344907e+12,2020-03-08T10:45:45.475Z,http://t0.gstatic.com/images?q=tbn:ANd9GcQh9KRUDzqGPe1IkyVy_RgQ_-DK8HvGCW9BvOyBJwIao_v-by24nUQJtrwl&amp;s
